IMAGE, DETECTOR, DESCRIPTOR, MATCHER, SELECTOR, #KEYPOINTS, #DESCRIPTORS, #MATCHED KEYPOINTS, TTC CAMERA, TTC LIDAR, DETECTOR ELAPSED TIME, DESCRIPTOR ELAPSED TIME, MATCHER ELAPSED TIME
8, ORB, FREAK, MAT_BF, SEL_KNN, 500, 3840, 42, 11.8776, 13.1241, 9.27787, 40.5445, 0.2469
9, ORB, FREAK, MAT_BF, SEL_KNN, 500, 4160, 50, 11.8776, 13.0241, 9.34535, 40.8211, 0.223534
10, ORB, FREAK, MAT_BF, SEL_KNN, 500, 3520, 40, 11.8776, 11.1746, 9.15445, 40.4143, 0.227807
11, ORB, FREAK, MAT_BF, SEL_KNN, 500, 3456, 41, 8.32016, 12.8086, 9.18206, 40.398, 0.189984
12, ORB, FREAK, MAT_BF, SEL_KNN, 500, 3200, 44, 108.62, 8.95978, 10.845, 40.7735, 0.199766
13, ORB, FREAK, MAT_BF, SEL_KNN, 500, 3456, 43, 8.90153, 9.96439, 9.21245, 40.9726, 0.216618
14, ORB, FREAK, MAT_BF, SEL_KNN, 500, 3520, 46, 566.674, 9.59863, 9.27273, 40.7299, 0.196181
15, ORB, FREAK, MAT_BF, SEL_KNN, 500, 3328, 47, 566.674, 8.52157, 9.25788, 41.3722, 0.190642
16, ORB, FREAK, MAT_BF, SEL_KNN, 500, 3584, 45, 19.8553, 9.51552, 9.18393, 44.8659, 0.201359
17, ORB, FREAK, MAT_BF, SEL_KNN, 500, 3584, 43, 19.8553, 9.61241, 9.92071, 47.4586, 0.20477
1, ORB, SIFT, MAT_BF, SEL_KNN, 500, 12416, 73, 13.3044, 12.5156, 8.54906, 81.4854, 0.517165
2, ORB, SIFT, MAT_BF, SEL_KNN, 500, 14336, 71, 15.0355, 12.6142, 11.8422, 71.3871, 0.630239
3, ORB, SIFT, MAT_BF, SEL_KNN, 500, 14464, 82, 12.7093, 14.091, 9.02153, 78.5443, 0.706335
4, ORB, SIFT, MAT_BF, SEL_KNN, 500, 12800, 84, 125.973, 16.6894, 8.97086, 61.3487, 0.643107
5, ORB, SIFT, MAT_BF, SEL_KNN, 500, 14464, 74, 371.622, 15.7465, 8.68452, 74.0521, 0.631495
6, ORB, SIFT, MAT_BF, SEL_KNN, 500, 14976, 83, 13.3056, 12.7835, 9.05645, 73.5728, 0.735151
7, ORB, SIFT, MAT_BF, SEL_KNN, 500, 14592, 89, 13.3056, 11.9844, 9.12287, 71.402, 0.756544
8, ORB, SIFT, MAT_BF, SEL_KNN, 500, 14592, 88, 10.8992, 13.1241, 9.26881, 69.492, 0.705028
9, ORB, SIFT, MAT_BF, SEL_KNN, 500, 14080, 81, 10.8992, 13.0241, 9.09254, 73.9929, 0.673485
10, ORB, SIFT, MAT_BF, SEL_KNN, 500, 12672, 71, 10.8992, 11.1746, 9.06409, 59.4746, 0.632726
11, ORB, SIFT, MAT_BF, SEL_KNN, 500, 12416, 67, 9.25094, 12.8086, 9.28486, 65.0256, 0.564435
12, ORB, SIFT, MAT_BF, SEL_KNN, 500, 11520, 75, 9.25094, 8.95978, 9.305, 63.981, 0.490271
13, ORB, SIFT, MAT_BF, SEL_KNN, 500, 12160, 73, 9.58991, 9.96439, 9.06859, 64.4834, 0.528754
14, ORB, SIFT, MAT_BF, SEL_KNN, 500, 12288, 78, 54.1778, 9.59863, 9.62753, 64.0426, 0.544378
15, ORB, SIFT, MAT_BF, SEL_KNN, 500, 11136, 72, 54.1778, 8.52157, 9.42874, 63.8216, 0.5345
16, ORB, SIFT, MAT_BF, SEL_KNN, 500, 12160, 66, 14.2196, 9.51552, 8.86369, 65.791, 0.496925
17, ORB, SIFT, MAT_BF, SEL_KNN, 500, 11904, 70, 19.4519, 9.61241, 9.53561, 67.6356, 0.518026
1, AKAZE, BRISK, MAT_BF, SEL_KNN, 1541, 11456, 143, 14.7014, 12.5156, 86.9576, 2.92544, 0.941803
2, AKAZE, BRISK, MAT_BF, SEL_KNN, 1529, 11968, 141, 19.5788, 12.6142, 86.5672, 3.03196, 0.967395
3, AKAZE, BRISK, MAT_BF, SEL_KNN, 1561, 12224, 141, 14.1345, 14.091, 79.043, 3.04881, 0.966391
4, AKAZE, BRISK, MAT_BF, SEL_KNN, 1545, 11648, 154, 15.7096, 16.6894, 79.9845, 3.02279, 0.952686
5, AKAZE, BRISK, MAT_BF, SEL_KNN, 1526, 11840, 141, 17.6469, 15.7465, 80.6422, 3.02178, 0.921409
6, AKAZE, BRISK, MAT_BF, SEL_KNN, 1566, 12096, 147, 20.1502, 12.7835, 79.4718, 3.00475, 0.998489
7, AKAZE, BRISK, MAT_BF, SEL_KNN, 1529, 12480, 150, 18.4808, 11.9844, 90.1109, 3.09714, 0.975647
8, AKAZE, BRISK, MAT_BF, SEL_KNN, 1547, 12736, 163, 17.6949, 13.1241, 86.4444, 3.34313, 1.04096
9, AKAZE, BRISK, MAT_BF, SEL_KNN, 1572, 12928, 166, 18.4054, 13.0241, 87.19, 3.23354, 1.08232
10, AKAZE, BRISK, MAT_BF, SEL_KNN, 1567, 12544, 162, 13.2452, 11.1746, 79.1302, 3.12661, 1.06622
11, AKAZE, BRISK, MAT_BF, SEL_KNN, 1538, 11840, 143, 14.487, 12.8086, 82.3636, 3.20044, 1.00591
12, AKAZE, BRISK, MAT_BF, SEL_KNN, 1513, 12032, 145, 12.6528, 8.95978, 86.8512, 3.03586, 0.930328
13, AKAZE, BRISK, MAT_BF, SEL_KNN, 1538, 12416, 150, 13.1185, 9.96439, 85.4983, 3.04226, 0.977004
14, AKAZE, BRISK, MAT_BF, SEL_KNN, 1555, 12288, 154, 13.1097, 9.59863, 84.1581, 3.09756, 1.05427
15, AKAZE, BRISK, MAT_BF, SEL_KNN, 1544, 12480, 151, 13.4602, 8.52157, 83.0924, 3.0969, 1.03828
16, AKAZE, BRISK, MAT_BF, SEL_KNN, 1563, 12544, 145, 12.6922, 9.51552, 80.1603, 3.32554, 1.02622
17, AKAZE, BRISK, MAT_BF, SEL_KNN, 1561, 12608, 149, 10.4925, 9.61241, 81.1282, 3.48903, 1.29853
1, AKAZE, BRIEF, MAT_BF, SEL_KNN, 1541, 5728, 140, 15.0405, 12.5156, 87.2741, 1.64297, 0.824888
2, AKAZE, BRIEF, MAT_BF, SEL_KNN, 1529, 5984, 158, 19.7971, 12.6142, 91.1275, 1.42765, 0.913296
3, AKAZE, BRIEF, MAT_BF, SEL_KNN, 1561, 6112, 150, 14.8952, 14.091, 81.0015, 1.44651, 0.991154
4, AKAZE, BRIEF, MAT_BF, SEL_KNN, 1545, 5824, 156, 15.9757, 16.6894, 82.2146, 1.39614, 0.963345
5, AKAZE, BRIEF, MAT_BF, SEL_KNN, 1526, 5920, 152, 17.9069, 15.7465, 82.8439, 1.43658, 0.878521
6, AKAZE, BRIEF, MAT_BF, SEL_KNN, 1566, 6048, 152, 17.1895, 12.7835, 83.4711, 1.42644, 0.906223
7, AKAZE, BRIEF, MAT_BF, SEL_KNN, 1529, 6240, 157, 20.2402, 11.9844, 79.2567, 1.46843, 0.981907
8, AKAZE, BRIEF, MAT_BF, SEL_KNN, 1547, 6368, 164, 17.5389, 13.1241, 81.0479, 1.4635, 1.00086
9, AKAZE, BRIEF, MAT_BF, SEL_KNN, 1572, 6464, 168, 16.6487, 13.0241, 87.2111, 1.50265, 1.09339
10, AKAZE, BRIEF, MAT_BF, SEL_KNN, 1567, 6272, 166, 14.3372, 11.1746, 88.3599, 1.49473, 1.0661
11, AKAZE, BRIEF, MAT_BF, SEL_KNN, 1538, 5920, 163, 15.6261, 12.8086, 89.8737, 1.42826, 1.01594
12, AKAZE, BRIEF, MAT_BF, SEL_KNN, 1513, 6016, 163, 14.3123, 8.95978, 96.1139, 1.46984, 0.905288
13, AKAZE, BRIEF, MAT_BF, SEL_KNN, 1538, 6208, 163, 13.1235, 9.96439, 82.5084, 1.44404, 0.974369
14, AKAZE, BRIEF, MAT_BF, SEL_KNN, 1555, 6144, 165, 12.2239, 9.59863, 84.379, 1.47371, 1.02037
15, AKAZE, BRIEF, MAT_BF, SEL_KNN, 1544, 6240, 170, 13.7896, 8.52157, 86.8447, 1.46823, 1.39658
16, AKAZE, BRIEF, MAT_BF, SEL_KNN, 1563, 6272, 155, 12.8218, 9.51552, 90.9258, 1.42732, 1.05627
17, AKAZE, BRIEF, MAT_BF, SEL_KNN, 1561, 6304, 156, 10.1288, 9.61241, 87.2395, 1.45681, 1.00009
1, AKAZE, ORB, MAT_BF, SEL_KNN, 1541, 5728, 130, 15.5844, 12.5156, 87.9456, 3.79603, 0.883944
2, AKAZE, ORB, MAT_BF, SEL_KNN, 1529, 5984, 143, 18.0855, 12.6142, 86.4665, 3.88575, 0.906749
3, AKAZE, ORB, MAT_BF, SEL_KNN, 1561, 6112, 145, 13.7912, 14.091, 85.7138, 3.82633, 0.963009
4, AKAZE, ORB, MAT_BF, SEL_KNN, 1545, 5824, 141, 15.4971, 16.6894, 86.0834, 3.86895, 0.946746
5, AKAZE, ORB, MAT_BF, SEL_KNN, 1526, 5920, 140, 17.8686, 15.7465, 85.6775, 3.8423, 0.964483
6, AKAZE, ORB, MAT_BF, SEL_KNN, 1566, 6048, 142, 18.4671, 12.7835, 87.1968, 3.92179, 0.934758
7, AKAZE, ORB, MAT_BF, SEL_KNN, 1529, 6240, 164, 18.5614, 11.9844, 87.4011, 3.93422, 1.00106
8, AKAZE, ORB, MAT_BF, SEL_KNN, 1547, 6368, 158, 15.8204, 13.1241, 88.0069, 4.01471, 1.0731
9, AKAZE, ORB, MAT_BF, SEL_KNN, 1572, 6464, 162, 17.1422, 13.0241, 87.4223, 3.96092, 1.06566
10, AKAZE, ORB, MAT_BF, SEL_KNN, 1567, 6272, 160, 14.4745, 11.1746, 86.9295, 3.91964, 1.08184
11, AKAZE, ORB, MAT_BF, SEL_KNN, 1538, 5920, 145, 13.7659, 12.8086, 81.9686, 3.895, 0.990389
12, AKAZE, ORB, MAT_BF, SEL_KNN, 1513, 6016, 147, 16.1144, 8.95978, 81.5563, 3.81931, 0.920968
13, AKAZE, ORB, MAT_BF, SEL_KNN, 1538, 6208, 148, 13.7412, 9.96439, 83.7297, 3.82823, 0.984263
14, AKAZE, ORB, MAT_BF, SEL_KNN, 1555, 6144, 155, 12.2503, 9.59863, 82.8292, 3.99541, 1.03784
15, AKAZE, ORB, MAT_BF, SEL_KNN, 1544, 6240, 154, 12.968, 8.52157, 84.1816, 3.86186, 1.00122
16, AKAZE, ORB, MAT_BF, SEL_KNN, 1563, 6272, 138, 13.3474, 9.51552, 86.5783, 3.87611, 1.00936
17, AKAZE, ORB, MAT_BF, SEL_KNN, 1561, 6304, 145, 10.137, 9.61241, 83.5916, 3.92421, 1.02439
1, AKAZE, FREAK, MAT_BF, SEL_KNN, 1541, 11456, 135, 15.3922, 12.5156, 86.2163, 41.5252, 0.879255
2, AKAZE, FREAK, MAT_BF, SEL_KNN, 1529, 11968, 138, 18.5687, 12.6142, 87.0069, 41.5662, 0.90622
3, AKAZE, FREAK, MAT_BF, SEL_KNN, 1561, 12224, 149, 15.2109, 14.091, 83.0826, 41.5315, 1.01286
4, AKAZE, FREAK, MAT_BF, SEL_KNN, 1545, 11648, 152, 14.9333, 16.6894, 88.5628, 41.8905, 0.986525
5, AKAZE, FREAK, MAT_BF, SEL_KNN, 1526, 11840, 138, 18.4678, 15.7465, 87.6905, 41.8739, 0.951536
6, AKAZE, FREAK, MAT_BF, SEL_KNN, 1566, 12096, 146, 14.8595, 12.7835, 86.9386, 41.6666, 0.95046
7, AKAZE, FREAK, MAT_BF, SEL_KNN, 1529, 12480, 156, 20.0765, 11.9844, 89.5722, 42.0703, 1.01169
8, AKAZE, FREAK, MAT_BF, SEL_KNN, 1547, 12736, 160, 16.9449, 13.1241, 86.5422, 42.1505, 1.04904
9, AKAZE, FREAK, MAT_BF, SEL_KNN, 1572, 12928, 161, 13.8939, 13.0241, 88.3496, 43.0907, 1.0799
10, AKAZE, FREAK, MAT_BF, SEL_KNN, 1567, 12544, 156, 12.8522, 11.1746, 87.5503, 43.0909, 1.08493
11, AKAZE, FREAK, MAT_BF, SEL_KNN, 1538, 11840, 144, 14.5108, 12.8086, 90.4653, 42.6871, 0.983954
12, AKAZE, FREAK, MAT_BF, SEL_KNN, 1513, 12032, 145, 10.9026, 8.95978, 86.0127, 42.4841, 0.963553
13, AKAZE, FREAK, MAT_BF, SEL_KNN, 1538, 12416, 156, 13.7073, 9.96439, 83.2156, 42.8963, 0.986513
14, AKAZE, FREAK, MAT_BF, SEL_KNN, 1555, 12288, 155, 13.281, 9.59863, 82.5493, 42.7136, 1.01757
15, AKAZE, FREAK, MAT_BF, SEL_KNN, 1544, 12480, 150, 11.2072, 8.52157, 90.4666, 42.5796, 0.999247
16, AKAZE, FREAK, MAT_BF, SEL_KNN, 1563, 12544, 143, 13.1502, 9.51552, 89.8598, 42.7525, 1.04698
17, AKAZE, FREAK, MAT_BF, SEL_KNN, 1561, 12608, 146, 11.1658, 9.61241, 86.2894, 42.8204, 1.04573
1, AKAZE, AKAZE, MAT_BF, SEL_KNN, 1541, 10919, 153, 14.8738, 12.5156, 85.7078, 74.8039, 0.992151
2, AKAZE, AKAZE, MAT_BF, SEL_KNN, 1529, 11407, 155, 18.0822, 12.6142, 86.417, 70.0903, 1.0226
3, AKAZE, AKAZE, MAT_BF, SEL_KNN, 1561, 11651, 164, 13.7493, 14.091, 87.7559, 71.2591, 1.08856
4, AKAZE, AKAZE, MAT_BF, SEL_KNN, 1545, 11102, 152, 16.933, 16.6894, 89.3695, 73.7668, 1.05611
5, AKAZE, AKAZE, MAT_BF, SEL_KNN, 1526, 11285, 144, 17.966, 15.7465, 85.5545, 73.3903, 1.02427
6, AKAZE, AKAZE, MAT_BF, SEL_KNN, 1566, 11529, 148, 18.5209, 12.7835, 89.5107, 72.9158, 1.0521
7, AKAZE, AKAZE, MAT_BF, SEL_KNN, 1529, 11895, 158, 17.611, 11.9844, 87.0461, 72.1738, 1.11358
8, AKAZE, AKAZE, MAT_BF, SEL_KNN, 1547, 12139, 163, 17.0351, 13.1241, 87.7277, 69.67, 1.1582
9, AKAZE, AKAZE, MAT_BF, SEL_KNN, 1572, 12322, 172, 17.1957, 13.0241, 90.1335, 72.4935, 1.18777
10, AKAZE, AKAZE, MAT_BF, SEL_KNN, 1567, 11956, 169, 12.3834, 11.1746, 90.8691, 74.785, 1.20115
11, AKAZE, AKAZE, MAT_BF, SEL_KNN, 1538, 11285, 157, 14.3935, 12.8086, 90.6448, 72.6174, 1.11945
12, AKAZE, AKAZE, MAT_BF, SEL_KNN, 1513, 11468, 158, 13.7146, 8.95978, 83.9757, 73.3465, 1.05426
13, AKAZE, AKAZE, MAT_BF, SEL_KNN, 1538, 11834, 154, 14.0067, 9.96439, 83.2709, 71.4951, 1.12211
14, AKAZE, AKAZE, MAT_BF, SEL_KNN, 1555, 11712, 172, 14.2115, 9.59863, 86.8503, 70.5764, 1.15074
15, AKAZE, AKAZE, MAT_BF, SEL_KNN, 1544, 11895, 161, 12.1309, 8.52157, 90.3547, 71.9523, 1.11721
16, AKAZE, AKAZE, MAT_BF, SEL_KNN, 1563, 11956, 159, 13.1524, 9.51552, 87.7239, 69.571, 1.1356
17, AKAZE, AKAZE, MAT_BF, SEL_KNN, 1561, 12017, 158, 10.0798, 9.61241, 90.3665, 72.2281, 1.14802
1, AKAZE, SIFT, MAT_BF, SEL_KNN, 1541, 22912, 151, 15.2318, 12.5156, 86.7441, 34.3611, 1.60616
2, AKAZE, SIFT, MAT_BF, SEL_KNN, 1529, 23936, 158, 18.861, 12.6142, 87.4572, 33.7579, 1.58962
3, AKAZE, SIFT, MAT_BF, SEL_KNN, 1561, 24448, 169, 16.553, 14.091, 81.2983, 34.2733, 1.72815
4, AKAZE, SIFT, MAT_BF, SEL_KNN, 1545, 23296, 154, 17.8851, 16.6894, 79.866, 33.5141, 1.70227
5, AKAZE, SIFT, MAT_BF, SEL_KNN, 1526, 23680, 150, 18.7224, 15.7465, 87.1851, 33.2939, 1.59742
6, AKAZE, SIFT, MAT_BF, SEL_KNN, 1566, 24192, 149, 22.5589, 12.7835, 91.029, 33.9429, 1.65454
7, AKAZE, SIFT, MAT_BF, SEL_KNN, 1529, 24960, 163, 17.9045, 11.9844, 85.2383, 33.593, 1.75721
8, AKAZE, SIFT, MAT_BF, SEL_KNN, 1547, 25472, 167, 16.9345, 13.1241, 80.3996, 34.7049, 1.84856
9, AKAZE, SIFT, MAT_BF, SEL_KNN, 1572, 25856, 175, 16.9621, 13.0241, 81.2321, 36.9562, 1.90642
10, AKAZE, SIFT, MAT_BF, SEL_KNN, 1567, 25088, 173, 14.3579, 11.1746, 96.9763, 36.1241, 1.84665
11, AKAZE, SIFT, MAT_BF, SEL_KNN, 1538, 23680, 162, 13.5933, 12.8086, 82.9689, 34.7797, 1.70209
12, AKAZE, SIFT, MAT_BF, SEL_KNN, 1513, 24064, 163, 12.4998, 8.95978, 82.8889, 35.5938, 1.67161
13, AKAZE, SIFT, MAT_BF, SEL_KNN, 1538, 24832, 168, 14.3775, 9.96439, 86.03, 35.3715, 1.71151
14, AKAZE, SIFT, MAT_BF, SEL_KNN, 1555, 24576, 172, 13.7856, 9.59863, 89.3067, 34.9389, 1.74935
15, AKAZE, SIFT, MAT_BF, SEL_KNN, 1544, 24960, 169, 11.3, 8.52157, 94.6209, 34.3851, 1.77541
16, AKAZE, SIFT, MAT_BF, SEL_KNN, 1563, 25088, 165, 13.2749, 9.51552, 87.6572, 34.9759, 1.79376
17, AKAZE, SIFT, MAT_BF, SEL_KNN, 1561, 25216, 158, 9.99611, 9.61241, 80.1574, 35.2232, 1.81547
1, SIFT, BRISK, MAT_BF, SEL_KNN, 1915, 11392, 95, 16.3605, 12.5156, 161.585, 2.87447, 0.894747
2, SIFT, BRISK, MAT_BF, SEL_KNN, 1824, 12800, 92, 12.7836, 12.6142, 158.843, 3.14585, 0.942107
3, SIFT, BRISK, MAT_BF, SEL_KNN, 1837, 12288, 104, 19.7504, 14.091, 159.148, 3.01415, 0.992874
4, SIFT, BRISK, MAT_BF, SEL_KNN, 1828, 10880, 103, 21.5634, 16.6894, 135.536, 2.82638, 0.924601
5, SIFT, BRISK, MAT_BF, SEL_KNN, 1875, 11392, 85, 15.1343, 15.7465, 133.094, 2.90032, 0.840295
6, SIFT, BRISK, MAT_BF, SEL_KNN, 1931, 12352, 102, 12.2106, 12.7835, 164.057, 2.99896, 0.903591
7, SIFT, BRISK, MAT_BF, SEL_KNN, 1963, 13952, 106, 21.2087, 11.9844, 161.94, 3.26193, 1.18218
8, SIFT, BRISK, MAT_BF, SEL_KNN, 1954, 13376, 108, 16.1229, 13.1241, 163.479, 3.20776, 1.17596
9, SIFT, BRISK, MAT_BF, SEL_KNN, 1983, 11776, 118, 14.0887, 13.0241, 160.832, 2.95575, 1.06268
10, SIFT, BRISK, MAT_BF, SEL_KNN, 2043, 10880, 94, 10.7714, 11.1746, 161.555, 2.83972, 0.879782
11, SIFT, BRISK, MAT_BF, SEL_KNN, 2065, 11840, 88, 13.6192, 12.8086, 164.146, 3.10101, 0.858445
12, SIFT, BRISK, MAT_BF, SEL_KNN, 2007, 11136, 88, 10.6909, 8.95978, 161.38, 2.91257, 0.86482
13, SIFT, BRISK, MAT_BF, SEL_KNN, 2030, 10688, 83, 12.3916, 9.96439, 132.491, 2.7889, 0.864185
14, SIFT, BRISK, MAT_BF, SEL_KNN, 2048, 10688, 94, 12.389, 9.59863, 138.086, 2.79208, 0.819273
15, SIFT, BRISK, MAT_BF, SEL_KNN, 2044, 11584, 82, 10.9291, 8.52157, 162.537, 3.00475, 0.867971
16, SIFT, BRISK, MAT_BF, SEL_KNN, 2086, 10368, 95, 9.82272, 9.51552, 135.033, 2.75815, 0.816102
17, SIFT, BRISK, MAT_BF, SEL_KNN, 2093, 10368, 77, 9.52357, 9.61241, 132.766, 2.83781, 0.751973
1, SIFT, BRIEF, MAT_BF, SEL_KNN, 1915, 5696, 110, 14.2715, 12.5156, 159.771, 1.40703, 0.888194
2, SIFT, BRIEF, MAT_BF, SEL_KNN, 1824, 6400, 107, 16.6362, 12.6142, 160.134, 1.47862, 0.945802
3, SIFT, BRIEF, MAT_BF, SEL_KNN, 1837, 6144, 117, 19.1708, 14.091, 158.645, 1.49405, 0.988897
4, SIFT, BRIEF, MAT_BF, SEL_KNN, 1828, 5440, 121, 20.3751, 16.6894, 157.427, 1.35419, 0.888482
5, SIFT, BRIEF, MAT_BF, SEL_KNN, 1875, 5696, 96, 21.3618, 15.7465, 162.386, 1.41732, 0.844247
6, SIFT, BRIEF, MAT_BF, SEL_KNN, 1931, 6176, 114, 16.9557, 12.7835, 164.931, 1.50728, 0.885279
7, SIFT, BRIEF, MAT_BF, SEL_KNN, 1963, 6976, 123, 16.5341, 11.9844, 135.25, 1.54847, 1.03384
8, SIFT, BRIEF, MAT_BF, SEL_KNN, 1954, 6688, 128, 14.8895, 13.1241, 131.708, 1.49839, 1.11597
9, SIFT, BRIEF, MAT_BF, SEL_KNN, 1983, 5888, 140, 13.1723, 13.0241, 160.917, 1.47949, 1.00863
10, SIFT, BRIEF, MAT_BF, SEL_KNN, 2043, 5440, 105, 10.7578, 11.1746, 133.269, 1.41682, 0.791366
11, SIFT, BRIEF, MAT_BF, SEL_KNN, 2065, 5920, 106, 13.8615, 12.8086, 136.038, 1.51017, 0.831282
12, SIFT, BRIEF, MAT_BF, SEL_KNN, 2007, 5568, 107, 10.5144, 8.95978, 163.097, 1.43049, 0.868011
13, SIFT, BRIEF, MAT_BF, SEL_KNN, 2030, 5344, 103, 11.2856, 9.96439, 134.619, 1.3595, 0.812524
14, SIFT, BRIEF, MAT_BF, SEL_KNN, 2048, 5344, 107, 10.8447, 9.59863, 134.546, 1.35532, 0.732789
15, SIFT, BRIEF, MAT_BF, SEL_KNN, 2044, 5792, 90, 9.79529, 8.52157, 160.396, 1.41089, 0.788771
16, SIFT, BRIEF, MAT_BF, SEL_KNN, 2086, 5184, 111, 10.1257, 9.51552, 161.482, 1.39139, 0.80363
17, SIFT, BRIEF, MAT_BF, SEL_KNN, 2093, 5184, 82, 11.0919, 9.61241, 161.285, 1.34845, 0.769176
1, SIFT, FREAK, MAT_BF, SEL_KNN, 1915, 11328, 89, 13.2076, 12.5156, 158.881, 42.8489, 0.879896
2, SIFT, FREAK, MAT_BF, SEL_KNN, 1824, 12736, 94, 13.8773, 12.6142, 163.501, 42.6694, 0.960096
3, SIFT, FREAK, MAT_BF, SEL_KNN, 1837, 12224, 105, 13.6642, 14.091, 158.351, 42.1545, 1.00235
4, SIFT, FREAK, MAT_BF, SEL_KNN, 1828, 10816, 99, 23.8464, 16.6894, 158.944, 42.4606, 0.896273
5, SIFT, FREAK, MAT_BF, SEL_KNN, 1875, 11328, 84, 17.0445, 15.7465, 161.265, 44.3253, 0.822268
6, SIFT, FREAK, MAT_BF, SEL_KNN, 1931, 12288, 98, 12.3894, 12.7835, 160.695, 42.2589, 0.926415
7, SIFT, FREAK, MAT_BF, SEL_KNN, 1963, 13888, 108, 14.9089, 11.9844, 161.742, 44.1563, 1.14769
8, SIFT, FREAK, MAT_BF, SEL_KNN, 1954, 13312, 112, 15.5638, 13.1241, 164.131, 43.1402, 1.16286
9, SIFT, FREAK, MAT_BF, SEL_KNN, 1983, 11712, 108, 12.9656, 13.0241, 166.516, 44.0853, 1.01629
10, SIFT, FREAK, MAT_BF, SEL_KNN, 2043, 10816, 94, 11.3858, 11.1746, 165.157, 42.9758, 0.875485
11, SIFT, FREAK, MAT_BF, SEL_KNN, 2065, 11712, 90, 16.2968, 12.8086, 164.236, 42.8781, 0.854865
12, SIFT, FREAK, MAT_BF, SEL_KNN, 2007, 11072, 85, 10.6331, 8.95978, 165.242, 42.2325, 0.912053
13, SIFT, FREAK, MAT_BF, SEL_KNN, 2030, 10688, 80, 11.8705, 9.96439, 162.457, 42.5343, 0.827286
14, SIFT, FREAK, MAT_BF, SEL_KNN, 2048, 10624, 98, 11.7507, 9.59863, 164.135, 42.5965, 0.799656
15, SIFT, FREAK, MAT_BF, SEL_KNN, 2044, 11520, 78, 9.17138, 8.52157, 161.194, 41.9449, 0.858241
16, SIFT, FREAK, MAT_BF, SEL_KNN, 2086, 10368, 96, 8.77179, 9.51552, 168.04, 45.6285, 0.820137
17, SIFT, FREAK, MAT_BF, SEL_KNN, 2093, 10304, 78, 9.32997, 9.61241, 164.254, 42.8975, 0.803136
1, SIFT, SIFT, MAT_BF, SEL_KNN, 1915, 22784, 122, 12.5674, 12.5156, 160.864, 118.726, 1.49178
2, SIFT, SIFT, MAT_BF, SEL_KNN, 1824, 25600, 112, 14.0451, 12.6142, 158.869, 118.024, 2.1995
3, SIFT, SIFT, MAT_BF, SEL_KNN, 1837, 24576, 127, 13.097, 14.091, 131.816, 92.6304, 1.8073
4, SIFT, SIFT, MAT_BF, SEL_KNN, 1828, 21760, 125, 18.7832, 16.6894, 133.616, 91.7785, 1.58327
5, SIFT, SIFT, MAT_BF, SEL_KNN, 1875, 22784, 112, 15.2952, 15.7465, 132.216, 92.8583, 1.45253
6, SIFT, SIFT, MAT_BF, SEL_KNN, 1931, 24704, 119, 11.0839, 12.7835, 132.361, 92.9856, 1.61132
7, SIFT, SIFT, MAT_BF, SEL_KNN, 1963, 27904, 139, 13.3366, 11.9844, 164.501, 121.356, 1.86774
8, SIFT, SIFT, MAT_BF, SEL_KNN, 1954, 26752, 143, 18.1304, 13.1241, 165.04, 122.371, 2.07291
9, SIFT, SIFT, MAT_BF, SEL_KNN, 1983, 23552, 143, 12.83, 13.0241, 162.872, 118.839, 1.75396
10, SIFT, SIFT, MAT_BF, SEL_KNN, 2043, 21760, 116, 11.9043, 11.1746, 160.433, 115.22, 1.44144
11, SIFT, SIFT, MAT_BF, SEL_KNN, 2065, 23680, 116, 12.4056, 12.8086, 134.372, 93.0408, 1.52027
12, SIFT, SIFT, MAT_BF, SEL_KNN, 2007, 22272, 121, 11.2249, 8.95978, 134.98, 92.929, 1.55963
13, SIFT, SIFT, MAT_BF, SEL_KNN, 2030, 21376, 126, 11.3308, 9.96439, 165.366, 116.782, 1.37031
14, SIFT, SIFT, MAT_BF, SEL_KNN, 2048, 21376, 125, 9.475, 9.59863, 166.741, 117.729, 1.29803
15, SIFT, SIFT, MAT_BF, SEL_KNN, 2044, 23168, 120, 10.4491, 8.52157, 164.055, 117.388, 1.41542
16, SIFT, SIFT, MAT_BF, SEL_KNN, 2086, 20736, 121, 9.18924, 9.51552, 161.159, 118.288, 1.34895
17, SIFT, SIFT, MAT_BF, SEL_KNN, 2093, 20736, 106, 9.07809, 9.61241, 136.664, 93.4793, 1.29429
